state,newspaper_id,newspaper_name,frequency,city,county,owner_id,owner_name,owner_type,total_circulation
KS,18963,Lincoln Sentinel-Republican,W,Lincoln,Lincoln,6133,"Parker, David",Private,3500
KS,18891,Leoti Standard,W,Leoti,Wichita,6141,JOS Publishing,Private,1030
KS,18708,Ledger (Moundridge),W,Moundridge,McPherson,4632,Reeves Media,Private,0
KS,18706,Leavenworth Times The,D,Leavenworth,Leavenworth,2464,New Media/GateHouse,Investment,4020
KS,18692,Lawrence Journal-World,D,Lawrence,Douglas,4228,Ogden Newspapers,Private,21305
KS,18641,Lakin Independent The,W,Lakin,Kearny,6139,"McVey, Kathy",Private,1450
KS,18476,Labette Avenue,W,Oswego,Labette,5337,Taylor Rudy,Private,1889
KS,18442,La Estrella,W,Dodge City,Ford,2464,New Media/GateHouse,Investment,1600
KS,18438,Kiowa News,W,Kiowa,Barber,4995,Zimmerman Rex,Private,1284
KS,18391,Kiowa County Signal,W,Greensburg,Kiowa,2464,New Media/GateHouse,Investment,900
KS,18293,Kingman Leader-Courier,W,Kingman,Kingman,3254,Jump Jason,Private,2450
KS,17853,Kansas Chief The,W,Wathena,Doniphan,3267,Kansas Chief Inc,Private,2225
KS,17811,Johnson Pioneer,W,Johnson,Stanton,2457,Ford Ronda,Private,864
KS,17693,Jewell County Record,W,Mankato,Jewell,5282,Superior Publishing Co Inc,Private,1005
KS,17687,Jetmore Republican,W,Jetmore,Hodgeman,6141,JOS Publishing,Private,1123
KS,17684,Jacksonian,W,Cimarron,Gray,6141,JOS Publishing,Private,1200
KS,17435,Iola Register,D,Iola,Allen,3626,Lynn Susan,Private,3750
KS,17433,Independence Daily Reporter,D,Independence,Montgomery,3089,Independence Daily Reporter,Private,6654
KS,17280,Hutchinson News,D,Hutchinson,Reno,2464,New Media/GateHouse,Investment,18507
KS,17271,Hugoton Hermes,W,Hugoton,Stevens,2367,Faith Publishing LLC,Private,2300
KS,17217,Hoxie Sentinel,W,Hoxie,Sheridan,6132,"Sheridan Sentinel, LLC",Private,1801
KS,17190,Horton Headlight,W,Horton,Brown,2446,"Foley, Dana",Private,1300
KS,17161,Holton Recorder,W,Holton,Jackson,4496,Powls Publishing Co.,Private,6900
KS,17151,Hillsboro Star-Journal,W,Hillsboro,Marion,2965,Hoch Publishing,Private,1300
KS,17141,Hillsboro Free Press,W,Hillsboro,Marion,3268,Kansas Publishing Ventures,Private,7260
KS,17064,Hill City Times,W,Hill City,Graham,6134,"Logback, James",Private,2260
KS,17028,High Plains Journal,W,Dodge City,Ford,6143,High Plains Journal,Private,44232
KS,17018,Leader and Times,D,Liberal,Seward,4929,Seward County Publishing,Private,4250
KS,16980,Hiawatha World,W,Hiawatha,Brown,4123,News-Press & Gazette Company,Private,2300
KS,16850,Hesston Record,W,Hesston,Harvey,4632,Reeves Media,Private,1204
KS,16838,Herington Times,W,Herington,Morris,3268,Kansas Publishing Ventures,Private,2058
KS,16779,Haysville Sun-Times,W,Haysville,Sedgwick,5434,Times-Sentinel Newspapers,Private,1100
KS,16753,Hays Daily News,D,Hays,Ellis,2464,New Media/GateHouse,Investment,9000
KS,16572,Haskell County Monitor-Chief,W,Sublette,Haskell,6141,JOS Publishing,Private,800
KS,16568,Harper Advocate,W,Harper,Harper,3511,"Leu, Ken",Private,0
KS,16415,Gyp Hill Premiere,W,Medicine Lodge,Barber,4160,"Noland, Kevin J",Private,1200
KS,16379,Greeley County Republican,W,Tribune,Greeley,2312,Epp Dan & Jan,Private,914
KS,16288,Great Bend Tribune,D,Great Bend,Barton,4014,Morris Multimedia,Private,5977
KS,16278,Gove County Advocate,W,Quinter,Gove,3656,Main Street Media,Private,1900
KS,16230,Goodland Star News,W,Goodland,Sherman,2875,Haynes Publishing,Private,2004
KS,16074,Glasco Sun/Delphos Republican,W,Glasco,Cloud,2597,Gibbs Nancy,Private,400
KS,16070,Gardner News,W,Gardner,Johnson,5510,Tri-County Newspapers Inc,Private,2018
KS,16043,Garden City Telegram,D,Garden City,Finney,2464,New Media/GateHouse,Investment,7432
KS,15775,Galena Sentinel Times,W,Galena,Cherokee,4080,Nelson David,Private,1393
KS,15720,Frankfort Area News,W,Frankfort,Marshall,4047,Musil Connie,Private,700
KS,15667,Fort Scott Tribune The,D,Fort Scott,Bourbon,4797,Rust Communications,Private,3289
KS,15660,Fort Leavenworth Lamp,W,Leavenworth,Leavenworth,2464,New Media/GateHouse,Investment,8000
KS,15557,Eureka Herald,W,Eureka,Greenwood,2702,Greenwood County Publishing Inc,Private,2340
KS,15531,Erie Record,W,Erie,Neosho,6140,"Hibbs, Eddie",Private,999
KS,15485,Emporia Gazette,D,Emporia,Lyon,6138,White Corporation,Private,5746
KS,15410,Ellsworth County Independent-Reporter The,W,Ellsworth,Ellsworth,4014,Morris Multimedia,Private,2745
KS,15380,Ellis Review,W,Ellis,Ellis,3656,Main Street Media,Private,1162
KS,15194,Ellinwood Leader,W,Ellinwood,Barton,3656,Main Street Media,Private,1666
KS,15012,Elkhart Tri-State News,W,Elkhart,Morton,6135,"Blackmore, Cliff",Private,1599
KS,14984,Edwards County Sentinel,W,Kinsley,Edwards,6141,JOS Publishing,Private,1200
KS,14577,Downs News and Times,W,Downs,Osborne,3656,Main Street Media,Private,1155
KS,14576,Dodge City Daily Globe,D,Dodge City,Ford,2464,New Media/GateHouse,Investment,9700
KS,14286,Dighton Herald,W,Dighton,Lane,6141,JOS Publishing,Private,1000
KS,14285,Derby Informer,W,Derby,Sedgwick,1894,"Cott, Jeff",Private,2789
KS,14283,Daily Union,W,Junction City,Geary,6138,White Corporation,Private,3092
KS,14066,Cunningham Courier,W,Cunningham,Kingman,6144,Ninnescah Publishing,Private,0
KS,14065,Courtland Journal,W,Courtland,Republic,3667,Mainquist Robert,Private,720
KS,14064,Council Grove Republican,D,Council Grove,Morris,6133,"Parker, David",Private,1400
KS,14062,Conway Springs Star and Argonia Argosy,W,Conway Springs,Sumner,5434,Times-Sentinel Newspapers,Private,960
KS,14061,Columbus News Report,W,Columbus,Cherokee,2939,"Hiatt, Larry",Private,1191
KS,14059,Colby Free Press,D,Colby,Thomas,2875,Haynes Publishing,Private,1954
KS,14058,Coffeyville Journal The,W,Coffeyville,Montgomery,5255,Sumner Newspaper Group,Private,14103
KS,13929,Coffey County Republican,W,Burlington,Coffey,2362,Faimon Publications,Private,3000
KS,13863,Clyde Republican,W,Clyde,Cloud,6137,"Jorgenson, Matthew and Crystal",Private,1000
KS,13629,Clay Center Dispatch,D,Clay Center,Clay,5573,Valentine Ned,Private,6200
KS,12896,Clark County Clipper,W,Ashland,Clark,5910,Woodruff Amber,Private,1260
KS,12756,Clarion The,W,Andale,Sedgwick,5960,Young Joey,Private,1500
KS,12557,Cherokee County News-Advocate The,W,Columbus,Cherokee,2464,New Media/GateHouse,Investment,3300
KS,12359,Chase County Leader-News,W,Cottonwood Falls,Chase,6138,White Corporation,Private,1215
KS,12201,Chanute Tribune,D,Chanute,Neosho,2374,Family Media Inc,Private,4359
KS,12131,Cedar Vale Lookout,W,Winfield,Cowley,5873,Winfield Publishing Company,Private,0
KS,11973,Cawker City Ledger,W,Cawker City,Mitchell,3656,Main Street Media,Private,821
KS,11953,Caldwell Messenger,W,Caldwell,Sumner,6144,Ninnescah Publishing,Private,1350
KS,11814,Butler County Times-Gazette The,W,Augusta,Butler,2464,New Media/GateHouse,Investment,2247
KS,11719,Bucklin Banner,W,Cimarron,Ford,6141,JOS Publishing,Private,0
KS,11683,Blue Rapids Free Press,W,Blue Rapids,Marshall,6136,"Chase, Robert and Trinda",Private,0
KS,11558,Concordia Blade-Empire,D,Concordia,Cloud,3596,"Lowell, Brad",Private,2357
KS,11546,Bird City Times,W,Saint Francis,Cheyenne,2875,Haynes Publishing,Private,568
KS,11441,Beloit Call,W,Beloit,Mitchell,3596,"Lowell, Brad",Private,0
KS,11357,Belleville Telescope,W,Belleville,Republic,5348,Telescope Inc,Private,3500
KS,11291,Belle Plaine News,W,Belle Plaine,Sumner,3623,Bill Rhiley,Private,1048
KS,11176,Attica Independent,W,Attica,Harper,3036,"Howell, Ray",Private,0
KS,11132,Atchison Globe,D,Atchison,Atchison,4123,News-Press & Gazette Company,Private,3293
KS,11043,Cowley Courier Traveler,D,Arkansas City,Cowley,5873,Winfield Publishing Company,Private,
KS,10677,Ark Valley News,W,Valley Center,Sedgwick,5213,Strunk Chris & Lisa,Private,3093
KS,10638,Anthony Republican The,W,Anthony,Harper,2196,Dunn Larry,Private,1900
KS,10548,Anderson County Review,W,Garnett,Anderson,6019,Garnett Publishing,Private,2792
KS,10162,Abilene Reflector-Chronicle,D,Abilene,Dickinson,6138,White Corporation,Private,8335
KY,90666,Booneville Sentinel,W,Booneville,Owsley,6211,The Booneville Sentinel,Private,1777
KY,90480,Mount Vernon Signal,W,Mt. Vernon,Rockcastle,6165,"Anderkin, Perlina",Private,
KY,90479,Hickman County Times,W,Clinton,Hickman,6164,"Bencini, Gaye",Private,0
KY,90478,Estill County Tribune,W,Irvine,Estill,6163,"Patrick, Tracy",Private,
KY,90476,Breathitt Advocate,W,Jackson,Breathitt,6162,"Thorpe, Bobby",Private,
KY,90475,Adair County Community Voice,W,Columbia,Adair,6161,"Burton, Sharon",Private,3200
KY,53748,Salyersville Independent,W,Salyersville,Magoffin,4500,"Prater, David",NA,3613
KY,53718,Menifee County News,W,Morehead,Rowan,4220,"Ockerman, Stephanie",NA,500
KY,53703,Voice-Tribune The,W,Louisville,Jefferson,1385,"Blue, Tracy",NA,13437
KY,53701,Louisville Defender,W,Louisville,Jefferson,1794,"Coleman, Yvonne",NA,2688
KY,53675,Eagle Post,W,Hopkinsville,Christian,3309,Kentucky New Era Inc,NA,17490
KY,53651,Fort Thomas Recorder,W,Fort Mitchell,Campbell,2547,Gannett,Public,5318
KY,53646,Florence Recorder,W,Fort Mitchell,Boone,2547,Gannett,Public,14702
KY,53615,Lake News,W,Calvert City,Marshall,2456,"Ford, Loyd",NA,0
KY,21567,News Democrat and Leader The,W,Russellville,Logan,4356,Paxton Media Group,Private,6000
KY,21116,Record,W,Leitchfield,Grayson,3430,Landmark Media Enterprises,Private,3315
KY,20574,Union County Advocate,W,Morganfield,Union,2547,Gannett,Public,5011
KY,20541,Troublesome Creek Times,W,Hindman,Knott,3358,Knott Publishing Co,NA,4932
KY,20537,Trimble Banner,W,Bedford,Trimble,3430,Landmark Media Enterprises,Private,1330
KY,20532,Marshall County Tribune Courier,W,Benton,Marshall,4356,Paxton Media Group,Private,5000
KY,20489,Tompkinsville News,W,Tompkinsville,Monroe,3974,Monroe County Press Inc,NA,4082
KY,20481,Todd County Standard,W,Elkton,Todd,1931,Craig Ryan,NA,2500
KY,20452,Times Leader,W,Princeton,Caldwell,3309,Kentucky New Era Inc,NA,5535
KY,20414,Woodford Sun,W,Versailles,Woodford,1687,Chandler A B,NA,5300
KY,20411,Wolfe County News,W,Campton,Wolfe,1909,Courier Life Publications Inc,NA,2800
KY,20360,West Kentucky News,W,Paducah,McCracken,3310,Kentucky Publishing Inc,NA,18810
KY,20331,Wayne County Outlook,W,Monticello,Wayne,6032,CNHI,Investment,5800
KY,20217,Tri-City News,W,Cumberland,Harlan,5789,Whitaker Mike,NA,2539
KY,20194,Times-Argus,W,Central City,Muhlenberg,1667,Central City Publishing,NA,2600
KY,20186,Times Journal,W,Russell Springs,Russell,3250,Judd Newspapers,NA,5235
KY,20126,Sturgis News,W,Sturgis,Union,1660,Catlett Anthony,NA,2334
KY,20031,Sentinel-News The,W,Shelbyville,Shelby,3430,Landmark Media Enterprises,Private,25500
KY,20029,Sentinel-Echo,W,London,Laurel,6032,CNHI,Investment,19800
KY,19995,Russell County News-Register,W,Russell Springs,Russell,3250,Judd Newspapers,NA,10000
KY,19807,Paintsville Herald,W,Paintsville,Johnson,3424,Lancaster Management,NA,5200
KY,19777,Ohio County Times-News,W,Hartford,Ohio,1119,Andy Anderson Corporation,NA,6775
KY,19651,Mountain Eagle,W,Whitesburg,Letcher,2612,Gish Ben,NA,5277
KY,19650,Mountain Citizen,W,Inez,Martin,5161,Stayton Lisa,NA,6100
KY,19649,Mountain Advocate,W,Barbourville,Knox,4158,Nolan Group,NA,5425
KY,19639,Morehead News The,W,Morehead,Rowan,6032,CNHI,Investment,4300
KY,19621,Monroe County Citizen,W,Tompkinsville,Monroe,3179,Jobe Publishing Inc,NA,5900
KY,19570,Meade County Messenger The,W,Brandenburg,Meade,5004,Singleton Rena,NA,5602
KY,19564,McCreary County Voice The,W,Whitley City,McCreary,6032,CNHI,Investment,0
KY,19536,Manchester Enterprise The,W,Manchester,Clay,4158,Nolan Group,NA,6500
KY,19478,Licking Valley Courier,W,West Liberty,Morgan,3337,Kinner Earl,NA,3543
KY,19470,Letcher County Community Press The,W,Cromona,Letcher,5789,Whitaker Mike,NA,2020
KY,19469,Leslie County News,W,Hyden,Leslie,1201,Baker Vernon,NA,3525
KY,19392,Journal Enterprise,W,Providence,Webster,3240,Journal-Enterprise Inc.,NA,4500
KY,19383,Jessamine Journal,W,Nicholasville,Jessamine,1409,Boone Newspapers,Private,4500
KY,19357,Interior Journal,W,Stanford,Lincoln,1409,Boone Newspapers,Private,4300
KY,19307,Hickman County Gazette,W,Clinton,Hickman,3651,Magic Valley Publishing Co Inc,NA,2025
KY,19298,Edmonton Herald-News The,W,Edmonton,Metcalfe,3179,Jobe Publishing Inc,NA,2500
KY,19297,Herald-Ledger The,W,Eddyville,Lyon,4356,Paxton Media Group,Private,2000
KY,19275,Hazard Herald,W,Hazard,Perry,3424,Lancaster Management,Private,6775
KY,19258,Hart County News Herald,W,Horse Cave,Hart,3179,Jobe Publishing Inc,NA,12000
KY,19242,Hancock Clarion,W,Hawesville,Hancock,5870,Wimmer Don,NA,3683
KY,19226,Greenup County News-Times,W,Greenup,Greenup,6032,CNHI,Investment,3600
KY,19168,Gallatin County News,W,Warsaw,Gallatin,5686,Warnick Denny K,NA,2437
KY,19111,Falmouth Outlook,W,Falmouth,Pendleton,2069,Delphos Herald Inc,NA,8800
KY,18991,Dawson Springs Progress,W,Dawson Springs,Hopkins,3309,Kentucky New Era Inc,NA,2235
KY,18894,Clay City Times The,W,Clay City,Powell,2868,Hatfield Newspapers Inc,NA,3200
KY,18884,Citizen-Times,W,Scottsville,Allen,4449,Pitchford Robert,NA,6212
KY,18835,Carlisle Mercury,W,Carlisle,Nicholas,3794,McGehee Chris,NA,6157
KY,18834,Carlisle County News The,W,Paducah,Carlisle,3310,Kentucky Publishing Inc,NA,1702
KY,18810,Cadiz Record,W,Cadiz,Trigg,4356,Paxton Media Group,Private,4897
KY,18804,Butler County Banner-Republican The,W,Morgantown,Butler,3179,Jobe Publishing Inc,NA,12000
KY,18765,Bracken County News,W,Brooksville,Bracken,1251,Bay Kathy,NA,3114
KY,18754,Boone Community Recorder,W,Fort Mitchell,Boone,2547,Gannett,Public,5922
KY,18727,Big Sandy News The,W,Paintsville,Lawrence,3794,McGehee Chris,NA,12000
KY,18718,Berea Citizen,W,Berea,Madison,4158,Nolan Group,NA,4000
KY,18689,Bath County News Outlook,W,Owingsville,Bath,3794,McGehee Chris,NA,3025
KY,18647,Appalachian News-Express,W,Pikeville,Pike,3424,Lancaster Management,NA,11000
KY,18614,Advance Yeoman The,W,Paducah,Ballard,3310,Kentucky Publishing Inc,NA,4345
KY,18412,Springfield Sun,W,Springfield,Washington,3430,Landmark Media Enterprises,Private,3500
KY,18394,Spencer Magnet,W,Taylorsville,Spencer,3430,Landmark Media Enterprises,Private,3600
KY,18207,Sebree Banner,W,Sebree,Webster,5228,Sturgis News Publishing,NA,3284
KY,17841,Pioneer News,W,Shepherdsville,Bullitt,3430,Landmark Media Enterprises,Private,9177
KY,17839,Pineville Sun-Cumberland Courier,W,Pineville,Bell,2711,Grey Gwen,NA,3541
KY,17660,Olive Hill Times,W,Olive Hill,Carter,6032,CNHI,Investment,1900
KY,17658,Oldham Era,W,La Grange,Oldham,3430,Landmark Media Enterprises,Private,5500
KY,17500,Owenton News-Herald,W,Owenton,Owen,3430,Landmark Media Enterprises,Private,4129
KY,17497,Carrollton News-Democrat,W,Carrollton,Carroll,3430,Landmark Media Enterprises,Private,2858
KY,17394,Mt. Sterling Advocate,W,Mt. Sterling,Montgomery,3727,Martinsville Bulletin Inc,NA,7538
KY,17186,McLean County News,W,Calhoun,McLean,4356,Paxton Media Group,Private,3350
KY,17038,Livingston Ledger,W,Smithland,Livingston  ,3310,Kentucky Publishing Inc,NA,3430
KY,16960,Lebanon Enterprise,W,Lebanon,Marion,3430,Landmark Media Enterprises,Private,5806
KY,16956,Leader-News,W,Central City,Muhlenberg,1119,Andy Anderson Corporation,NA,7598
KY,16870,LaRue County Herald News,W,Hodgenville,Larue,3430,Landmark Media Enterprises,Private,8000
KY,16822,Kentucky Standard,W,Bardstown,Nelson,3430,Landmark Media Enterprises,Private,8500
KY,16750,Jackson Times-Voice,W,Jackson,Breathitt,4158,Nolan Group,NA,4000
KY,16745,Jackson County Sun,W,McKee,Jackson,4158,Nolan Group,NA,4050
KY,16434,Greensburg Record-Herald,W,Greensburg,Green,2646,Gorin Walt,NA,6800
KY,16408,Grayson Journal-Enquirer,W,Grayson,Carter,6032,CNHI,Investment,2800
KY,16398,Grant County News and Express,W,Williamstown,Grant,3430,Landmark Media Enterprises,Private,17900
KY,16321,Georgetown News-Graphic,W,Georgetown,Scott,3424,Lancaster Management,NA,6402
KY,16294,Garrard Central Record,W,Lancaster,Garrard,1673,Central Record Inc. The,NA,4088
KY,16271,The Current,W,Fulton,Fulton,3651,Magic Valley Publishing Co Inc,NA,2292
KY,16237,Franklin Favorite,W,Franklin,Simpson,4356,Paxton Media Group,Private,4000
KY,16188,Floyd County Times,W,Prestonsburg,Floyd,3424,Lancaster Management,Private,8310
KY,16178,Flemingsburg Gazette,W,Flemingsburg,Fleming,3794,McGehee Chris,NA,2619
KY,16075,Elliott County News,W,West Liberty,Elliott,1909,Courier Life Publications Inc,NA,1800
KY,16041,Edmonson News,W,Brownsville,Edmonson,1622,Canty Bill,NA,4200
KY,15817,Cynthiana Democrat,W,Cynthiana,Harrison,3430,Landmark Media Enterprises,Private,5500
KY,15807,Cumberland County News,W,Burkesville,Cumberland,3250,Judd Newspapers,NA,3700
KY,15592,Citizen Voice and Times,W,Irvine,Estill,2868,Hatfield Newspapers Inc,NA,3600
KY,15502,Central Kentucky News-Journal,W,Campbellsville,Taylor,3430,Landmark Media Enterprises,Private,19600
KY,15464,Casey County News,W,Liberty,Casey,3430,Landmark Media Enterprises,Private,6014
KY,15402,Campbell County Recorder,W,Fort Mitchell,Campbell,2547,Gannett,Public,9645
KY,15277,Breckinridge County Herald-News,W,Hardinsburg,Breckinridge,3794,McGehee Chris,NA,5186
KY,15251,Bourbon County Citizen,W,Paris,Bourbon,1458,Brannon Genevieve,NA,3000
KY,15120,Beattyville Enterprise,W,Beattyville,Lee,4158,Nolan Group,NA,4000
KY,14975,Anderson News,W,Lawrenceburg,Anderson,3430,Landmark Media Enterprises,Private,5200
KY,14895,Adair Progress,W,Columbia,Adair,1018,Adair Progress Inc,Private,4900
KY,14584,Sentinel,W,Radcliff,Hardin,4780,Royalty Printing,NA,3025
KY,14583,Barren County Progress,W,Glasgow,Barren,3179,Jobe Publishing Inc,NA,7469
KY,14582,News Journal The,W,Corbin,Whitley,2328,Estep Don & Forcht Terry,NA,7774
KY,14580,Lewis County Herald,W,Vanceburg,Lewis,1507,Brown Dennis,NA,4400
KY,14578,Clinton County News,W,Albany,Clinton,2598,Gibson Allen,NA,3400
KY,14295,Henry County Local,W,Eminence,Henry,3430,Landmark Media Enterprises,Private,4500
KY,14294,Crittenden Press,W,Marion,Crittenden,2334,Evans Allison,NA,3864
KY,14290,Grayson County News Gazette,W,Leitchfield,Grayson,4356,Paxton Media Group,Private,3000
KY,14289,Harrodsburg Herald,W,Harrodsburg,Mercer,2284,Ellis April,NA,3326
KY,14071,Mayfield Messenger,D,Mayfield,Graves,4356,Paxton Media Group,Private,5000
KY,14068,Harlan Daily Enterprise,D,Harlan,Harlan,1409,Boone Newspapers,Private,5000
KY,13956,Winchester Sun The,D,Winchester,Clark,1409,Boone Newspapers,Private,6000
KY,13386,State Journal,D,Frankfort,Franklin,1409,Boone Newspapers,Private,6397
KY,13017,Richmond Register The,D,Richmond,Madison,6032,CNHI,Investment,2806
KY,12711,Paducah Sun,D,Paducah,McCracken,4356,Paxton Media Group,Private,19618
KY,12699,Messenger-Inquirer,D,Owensboro,Daviess,4356,Paxton Media Group,Private,20613
KY,12397,Murray Ledger and Times,D,Murray,Calloway,3424,Lancaster Management,NA,13600
KY,12258,Middlesboro Daily News,D,Middlesboro,Bell,1409,Boone Newspapers,Private,5873
KY,12187,Ledger Independent The,D,Maysville,Mason,6027,Champion Media LLC,Public,5501
KY,12112,Messenger,D,Madisonville,Hopkins,4356,Paxton Media Group,Private,6547
KY,12081,Courier-Journal,D,Louisville,Jefferson,2547,Gannett,Public,108363
KY,12005,Lexington Herald-Leader,D,Lexington,Fayette,3772,McClatchy,Public,67715
KY,11644,Kentucky New Era,D,Hopkinsville,Christian,4356,Paxton Media Group,NA,6779
KY,11389,Gleaner,D,Henderson,Henderson,2547,Gannett,Public,6654
KY,11388,Glasgow Daily Times,D,Glasgow,Barren,6032,CNHI,Investment,7231
KY,11150,News Enterprise The,D,Elizabethtown,Hardin,3430,Landmark Media Enterprises,Private,10682
KY,10844,Daily Independent,D,Ashland,Boyd,6032,CNHI,Investment,10260
KY,10728,Times-Tribune,D,Corbin,Whitley,6032,CNHI,Investment,8809
KY,10707,Commonwealth-Journal The,D,Somerset,Pulaski,6032,CNHI,Investment,8681
KY,10349,Daily News,D,Bowling Green,Warren,2535,"Gaines, John",NA,21620
